Bait	Prey	Abundance	Z	S	D	WD	WDv2
EBOV_VP35	P40429	8.5	1.468120848823	5.04975246918104	78.7178505804116	98.3197241466659	9.96868877420158
EBOV_VP35	P40616	1	0.0323355473162675	1.22474487139159	1.22474487139159	1.22474487139159	1.22474487139159
EBOV_VP35	P40926	1	0	1.09544511501033	1.2	1.2	1.11221579968266
EBOV_VP35	P40937	1	0.27524094128159	1.73205080756888	1.73205080756888	2.33447438139198	2.33447438139198
EBOV_VP35	P40938	3.83333333333333	1.60035861456183	3.39116499156263	52.8630305601183	66.5776857256925	6.75034672916684
EBOV_VP35	P41223	3	-0.31368640335948	1.73205080756888	1.73205080756888	1.73205080756888	1.73205080756888
EBOV_VP35	P42285	1	1.29099444873581	1.73205080756888	1.73205080756888	2.15582467177851	2.15582467177851
EBOV_VP35	P42575	1	-1.62850751251008	1	1	1	1
EBOV_VP35	P42677	11.3333333333333	0.82822658202226	3.36650164612069	3.36650164612069	3.36650164612069	3.36650164612069
EBOV_VP35	P42696	9.66666666666667	1.2094262701366	5.3851648071345	83.9464114777993	104.552080733695	10.6005907011564
EBOV_VP35	P42766	8.83333333333333	1.36849687173309	2.97209241668783	2.97209241668783	2.97209241668783	2.97209241668783
EBOV_VP35	P43243	7.66666666666667	0.877747259507159	4.79583152331272	74.7596147662627	94.4161596282753	9.57290430540258
EBOV_VP35	P43487	1.8	-0.155744260109232	1.34164078649987	1.34164078649987	1.34164078649987	1.34164078649987
EBOV_VP35	P45880	1.6	0.927837023781507	1.78885438199983	7.15541752799933	7.74471102314203	2.43943111085238
EBOV_VP35	P45973	1	-0.272924707047468	1.22474487139159	1.22474487139159	1.4827031109657	1.4827031109657
EBOV_VP35	P46013	13.6666666666667	1.49110885877309	4.52769256906871	12.4768535697106	14.7183610933593	6.32415730363478
EBOV_VP35	P46087	23.1666666666667	1.10687007908708	8.33666600026653	129.955761703743	162.25700794973	16.4513237574911
EBOV_VP35	P46109	26.1666666666667	-0.719720873973195	5.11533641774094	5.11533641774094	5.11533641774094	5.11533641774094
EBOV_VP35	P46776	14.3333333333333	1.44248903266238	5.35412613473634	30.2875111776015	36.7806088102894	8.67906796520653
EBOV_VP35	P46777	33.3333333333333	1.05366683645348	10	155.884572681199	195.012603856598	19.7724309314898
EBOV_VP35	P46778	10.1666666666667	1.09691506698435	5.52268050859363	86.0900691136905	107.524061654274	10.9019214168113
EBOV_VP35	P46779	16.5	1.28123906975167	7.03562363973514	109.674518462585	136.509431854711	13.8407634145995
EBOV_VP35	P46781	22.3333333333333	1.52301871673613	4.72581562625261	4.72581562625261	5.37783818987062	5.37783818987062
EBOV_VP35	P46782	20.6666666666667	1.7172797014963	4.54606056566195	4.54606056566195	5.18926349138467	5.18926349138467
EBOV_VP35	P46783	6.33333333333333	1.87301424167122	2.51661147842358	2.51661147842358	2.51661147842358	2.51661147842358
EBOV_VP35	P47756	2.83333333333333	-1.37311326549936	1.68325082306035	1.68325082306035	1.68325082306035	1.68325082306035
EBOV_VP35	P47813	1.8	-0.0847579379526013	1.34164078649987	1.34164078649987	1.34164078649987	1.34164078649987
EBOV_VP35	P47914	7.5	1.83655036056368	2.73861278752583	2.73861278752583	2.73861278752583	2.73861278752583
EBOV_VP35	P48507	2.8	-0.558705303804647	1.67332005306815	1.67332005306815	1.67332005306815	1.67332005306815
EBOV_VP35	P48651	2.5	2.04124145231932	3.87298334620742	56.9209978830308	89.0861760691158	9.48683298050514
EBOV_VP35	P48729	1	0.912870929175277	1.4142135623731	1.4142135623731	1.48016560898457	1.48016560898457
EBOV_VP35	P48730	2.16666666666667	0.5	1.47196014438797	1.47196014438797	1.47196014438797	1.47196014438797
EBOV_VP35	P49207	7.66666666666667	1.20873444603807	4.79583152331272	74.7596147662627	93.111268120085	9.44060066600422
EBOV_VP35	P49458	4.66666666666667	1.2394473393511	2.16024689946929	2.16024689946929	2.16024689946929	2.16024689946929
EBOV_VP35	P49674	2.16666666666667	0.579500556964692	1.47196014438797	1.47196014438797	1.47196014438797	1.47196014438797
EBOV_VP35	P49756	4.33333333333333	-0.0823272488052794	2.08166599946613	2.08166599946613	2.08166599946613	2.08166599946613
EBOV_VP35	P49761	1	0.912870929175277	1.4142135623731	1.4142135623731	1.48016560898457	1.48016560898457
EBOV_VP35	P49841	2	1.29099444873581	1.54919333848297	1.54919333848297	1.54919333848297	1.54919333848297
EBOV_VP35	P49915	3.2	-0.625810560785259	1.78885438199983	1.78885438199983	1.78885438199983	1.78885438199983
EBOV_VP35	P50402	1	0.336251879746665	1.73205080756888	9	12.0222505376617	3.04497832678646
EBOV_VP35	P50454	1.2	-1.06253320468148	1.09544511501033	1.09544511501033	1.09544511501033	1.09544511501033
EBOV_VP35	P50747	1.6	-1.13515500835104	1.26491106406735	1.26491106406735	1.26491106406735	1.26491106406735
EBOV_VP35	P50750	2.4	1.69841555121689	1.89736659610103	4.26907484122731	4.26907484122731	2.17194256590178
EBOV_VP35	P50914	12.5	1.1195817447019	6.12372435695795	95.4594154601839	119.138453667065	12.0795107589496
EBOV_VP35	P50990	1	0.645497224367903	1.22474487139159	1.5	1.5	1.26683455545722
EBOV_VP35	P50991	1	-0.667324773472635	1	1	1	1
EBOV_VP35	P51114	3.33333333333333	0.513264902574737	3.16227766016838	49.295030175465	64.3630149267377	6.52580008683534
EBOV_VP35	P51116	5	0.812291420364744	3.87298334620742	60.3738353924943	76.6029717039466	7.76681577092799
